Country,Customs Value (Gen) ($US),Customs  Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Census Short Commodity Description,Date - Fixed,HTS,Category Description,Price Range
Belgium,0,14761,0,110,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,14040,14040,150,150,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,13979,13979,150,150,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,8582,8582,85,85,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,3648,3648,40,40,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,25000,25000,200,200,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,5788,5788,68,68,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,01/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,02/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Italy,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,5544,5544,50,50,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,3531,3531,32,32,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,2402,2402,22,22,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Philippines,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2014 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,5012,5012,40,40,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,01/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,02/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,68958,68958,766,766,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,54212,54212,635,635,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,28539,28539,359,359,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,28217,28217,326,326,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,16471,16471,215,215,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,6350,6350,59,59,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,6754,6754,55,55,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,2106,2106,17,17,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,5850,5850,45,45,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Dominican Republic,4510,4510,37,37,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,46963,46963,488,488,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,70002,70002,732,732,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,20110,20110,201,201,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,118826,118826,1311,1311,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,130556,130556,1422,1422,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Denmark,18009,18009,180,180,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,34111,40052,309,358,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,01/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,55304,55304,530,530,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,02/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,25410,25410,242,242,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,68093,54842,587,490,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,5250,5250,50,50,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,28556,34779,243,290,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,9249,14923,97,139,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,32182,40182,282,342,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,13154,13154,119,119,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,18681,28031,171,241,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,13431,13431,121,121,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Ireland,51834,51834,484,484,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,261220,105367,2102,852,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,01/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,02/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,96759,72343,729,554,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,218471,61633,1678,496,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,19569,19569,164,164,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,89591,89591,661,661,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,30390,0,239,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,27750,27750,226,226,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,167584,167584,1359,1359,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,37358,37358,280,280,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Netherlands,150431,40333,1709,305,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,0,9600,0,70,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,01/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,0,5168,0,41,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,02/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,48844,45081,396,358,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,0,7616,0,60,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,53111,24309,475,211,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,2700,11627,20,103,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,0,9052,0,85,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,63237,29809,551,258,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,0,17103,0,147,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,0,4657,0,40,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,60252,12121,527,104,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Belgium,4112,16967,44,154,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,10040,0,80,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,11761,11761,150,150,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,7760,0,80,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,10209,10209,103,103,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,35030,35030,300,300,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Germany,47797,41007,530,460,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,6874,6874,72,72,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,01/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,02/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Switzerland,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,8923,8923,117,117,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,02/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,15000,15000,120,120,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,179106,179106,2150,2150,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,66785,66785,850,850,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,74800,74800,1000,1000,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,71323,71323,966,966,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Spain,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,94600,0,1120,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,01/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,02/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,03/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,04/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,05/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,06/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,07/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
India,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Indonesia,3125,3125,45,45,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,08/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Indonesia,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,09/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Indonesia,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,10/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Indonesia,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,11/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
Indonesia,0,0,0,0,SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $,12/1/2015 12:00:00 AM,2402103030,Little Cigars-less than .15,less than $0.15 (x3070)
